Filename,Title,Source,Link,SHA-1,Date,Year
The_Monju_Incident,The Monju Incident ,Context,https://app.box.com/s/l6n25enqom0uydgxogybp82294nkf4dt,9b66a35bea35d963d1ff07cab2a3914b38e24257,2/19/14,2014
Operation_GreedyWonk,"Operation Greedywonk: Multiple Economic And Foreign Policy Sites Compromised, Serving Up Flash Zero-Day Exploit",FireEye,https://app.box.com/s/870bnpwyxqjqg9o0z4sl0e2mlkzar60q,e162b0015a753a6d85a13296e601c31271868b1f,2/20/14,2014
deep-panda-webshells,Mo' Shells Mo' Problems - Deep Panda Web Shells,Crowdstrike,https://app.box.com/s/pn1mtot3a2d2seuqx46unamdl7udlwq0,76a6ea858e3524682ad3ee30251003228db50fb3,2/20/14,2014
FTA 1012 STTEAM Final,"Gathering In The Middle East, Operation Stteam",Fidelis,https://app.box.com/s/ine4z2lyf8ryqao789oc0als335iip8c,d31648d83d04cc22669f21fa92ee48345e76e062,2/23/14,2014
Crowdstrike_The French Connection(Feb-25-14),The French Connection: French Aerospace-Focused CVE-2014-0322 Attack Shares Similarities with 2012 Capstone Turbine Activity,Crowdstrike,https://app.box.com/s/yh95vh5l17z2vcffwjvg3v05fzn0pzp1,51e8e24162c94d68637f8252ea6e8f5707b52a23,2/25/14,2014
GData_Uroburos_RedPaper_EN_v1,Uroburos Highly Complex Espionage Software With Russian Roots,Gdata,https://app.box.com/s/dokswmrkrxmipfmdpsvelnq18w4ypogw,917691a4f8af50a09926f97bf1be2e0cb71f8c68,2/28/14,2014
The_Siesta_Campaign,The Siesta Campaign: A New Cybercrime Operation Awakens,Trend Micro,https://app.box.com/s/0rcadhypkl7fod418nv58uicnnljvnrh,1e1f0c599eb1c22360cb9bf8bc30399050e3764b,3/6/14,2014
snake_whitepaper,Snake Campaign & Cyber Espionage Toolkit,BAE Systems,https://app.box.com/s/xmeq5ajvmzux1appt1qvd8wme7k13o63,0849ce1f0272c4604d47e464ab56cad0b5b60263,3/7/14,2014
Reuters_Turla,"Suspected Russian Spyware Turla Targets Europe, United States",Reuters,https://app.box.com/s/n9zt53c246ltmhhjkcfay9xq8mee09yo,94d04c5da4ed33cd78d033ad371aa8472e53d701,3/8/14,2014
Op_Clandestine_Fox,New Zero-Day Exploit Targeting Internet Explorer Versions 9 Through 11 Identified In Targeted Attacks,FireEye,https://app.box.com/s/5epjx7i7fc3q8jh8o4exabquoar1s3ii,829bf301061a9a6358c233ca5aa459439fc0aec8,4/26/14,2014
fireeye-operation-saffron-rose,Operation Saffron Rose,FireEye,https://app.box.com/s/pnagcb7vgpqaxen71n2x557m05q7dazl,41c3f02fe289ddb0d0c5a010f5865b58da939b1c,5/13/14,2014
CrowdStrike_Flying_Kitten,Cat Scratch Fever: Crowdstrike Tracks Newly Reported Iranian Actor As Flying Kitten,Crowdstrike,https://app.box.com/s/vr9chzv8t952gywbaom6r0p4bo4pub8r,e743ba5074212801ce09ee640730028ab8f41d48,5/13/14,2014
Miniduke_twitter,Miniduke Still Duking It Out,ESET,https://app.box.com/s/dnn3hp5nlwuiwxcqjc9kmsfiodcimi64,91c2cdb099060388dd93b0e440a3ff4dff5fd622,5/20/14,2014
FTA_1013_RAT_in_a_jar,Rat In A Jar: A Phishing Campaign Using Unrecom,Fidelis,https://app.box.com/s/hhfmfv9itrx2mabe5m441a381zvc5jul,b1e45b08bfa1db986e1e643291d250a0cda1988c,5/21/14,2014
ASERT-Threat-Intelligence-Brief-2014-07-Illuminating-Etumbot-APT,Illuminating The Etumbot Apt Backdoor,Arbor Networks,https://app.box.com/s/h8c0ds5etxke111s38r7rs3ltmpf2mot,51bb16ba51be3c144ac9e09a68732cbe0bb785d5,6/6/14,2014
putter-panda,Putter Panda,Crowdstrike,https://app.box.com/s/ugahgfd07evh7q0h8lnb00brew4ixvdk,ddadffb91053c4d19590e2035c8eeed14fceca60,6/9/14,2014
TrapX_ZOMBIE_Report_Final,Anatomy Of The Attack: Zombie Zero,Trapx,https://app.box.com/s/r95pew4gb5gi1qw40l6s0jbzw5lfwqbm,bd1794d152f04add2aef937826a9cf949c4b25ab,6/10/14,2014
Compromise_Greece_Beijing,#9 Blitzanalysis: Embassy Of Greece Beijing - Compromise,R136a1,https://app.box.com/s/j108s0yjga3w42lm7wifklqilr4l35ld,292359e869860f8308c2cf789986fe7c12502553,6/20/14,2014
Dragonfly_Threat_Against_Western_Energy_Suppliers,Dragonfly: Cyberespionage Attacks Against Energy Suppliers,Symantec,https://app.box.com/s/edyb0yn2g8ozavlmxoh082l7z5o5v3yx,1856b8232153c3cc879662288b34b4a660586a9a,6/30/14,2014
circl-tr25-analysis-turla-pfinet-snake-uroburos,Tr-25 Analysis - Turla / PNet / Snake/ Uroburos,CIRCL,https://app.box.com/s/54kvbxp9nc0xtme1omd1xpxcckwm945g,7f3e46c42095721ba79b1a47e26e662eb7492057,7/10/14,2014
Pitty_Tiger_Final_Report,The Eye Of The Tiger (Pitty Tiger),Airbus,https://app.box.com/s/54porxs30re847wc7ca1jk1hzbtvt0hv,d5a6d2366c4973f06e95bb1201747d0175321952,7/11/14,2014
Sayad_Flying_Kitten_analysis,Sayad (Flying Kitten) Infostealer: Is This The Work Of The Iranian Ajax Security Team?,Vinsula,https://app.box.com/s/hjjb0aysslxse1ehpyt5ny68lf8tyctg,591cef00735f510079e0fe4bd0067ca0150fd004,7/20/14,2014
Kaspersky_Lab_crouching_yeti_appendixes_eng_final,Crouching Yeti: Appendixes,Kaspersky,https://app.box.com/s/90zdh7pfbmon8mtea3okbc6s83ro28bx,a53ce340535461cc92e274f7c5bfb0d8653d5087,7/31/14,2014
EB-YetiJuly2014-Public,Energetic Bear _ Crouching Yeti,Kaspersky,https://app.box.com/s/z0apbug9w1ztt8ex0pe99sq0d2u9r3nu,142d4447504e30012d98fea16831f2363c62c5ca,7/31/14,2014
KL_report_syrian_malware,"Syrian Malware, The Ever-Evolving Threat",Kaspersky,https://app.box.com/s/029unv6hijmzrq3xzevz58y4n4xneybz,5ceee60079796aa518c5e490feaca4a0d78c031b,8/1/14,2014
Gholee_Protective_Edge_themed_spear_phishing_campaign,Gholee Protective Edge Themed Spear Phishing Campaign,Clearsky,https://app.box.com/s/krnvva7fu9o6ywa81uwbpsasj4sz3y2n,d78156c4a19f70d219ed76526769d4d5f141a4ed,8/4/14,2014
fireeye-sidewinder-targeted-attack,Sidewinder Targeted Attack Against Android In The Golden Age Of Ad Libraries,FireEye,https://app.box.com/s/qwg36lcvf9iaz3alks4w24btqcxmzlkq,0e5301e830d7b19600b2d110115d7c0f0ab86b02,8/4/14,2014
ThreatConnect_Operation_Arachnophobia_Report,Operation Arachnophobia Caught In The Spider's Web,ThreatConnect,https://app.box.com/s/d7pm2c1r4cx80tt1rctysd7452lo367v,2a38d54d1d345d079325d3180c5f0eb8f5d60f8a,8/5/14,2014
Operation_Poisoned_Hurricane,Operation Poisoned Hurricane,FireEye,https://app.box.com/s/f74irgo6g47gr37urjypwcnetjj2ymie,73f54d632b5616db3a5977c1514640e19279c056,8/6/14,2014
KL_Epic_Turla_Technical_Appendix_20140806,The Epic Turla Operation: Solving Some Of The Mysteries Of Snake/Uroboros,Kaspersky,https://app.box.com/s/9rsegtgvnwe9n2lrk6ezxfv8mnpfhpk3,63e36939c3f90c4ca9d492b03cf04d9f03a4ec2f,8/7/14,2014
Targeted_Attacks_Lense_NGO,A Look At Targeted Attacks Through The Lense Of An Ngo,"MPI-SWS, National Univ. of Singapore, Northeastern Univ.",https://app.box.com/s/xxw2fbuju3mpoc5mzb8upyutaxxz0z6h,fe2f8d32688a104ca4e6ba595f647dfa479ece44,8/13/14,2014
El_Machete,El Machete,Kaspersky,https://app.box.com/s/badlir1w3z6fowjb0xj9too0mf11ls4e,2bf418f3786cd274b9031a2297313f044054bdfd,8/20/14,2014
NetTraveler_Makeover_10th_Birthday,Nettraveler Apt Gets A Makeover For 10Th Birthday,Kaspersky,https://app.box.com/s/5p59z0cnoul885qx2hj1f85h00mk2ec5,c264921f168c1cf344cd493d10aeebf92f80fb0c,8/27/14,2014
HPSR SecurityBriefing_Episode16_NorthKorea,Profiling An Enigma:  The Mystery Of North Korea's Cyber Threat Landscape,HP,https://app.box.com/s/a6c2ljuyf6kzgx853khmhmrxk4toal8x,194656e774aaacb86ae2c48f0c894e82ec68a833,8/27/14,2014
Alienvault_Scanbox,Scanbox: A Reconnaissance Framework Used With Watering Hole Attacks,Alienvault,https://app.box.com/s/vlbe0y40djeaadl2l4iqdm13cju3v3n6,28c56a1e795cd404308274424d10edcc3e9b4339,8/28/14,2014
Syrian_Malware_Team_BlackWorm,Connecting The Dots: Syrian Malware Team Uses Blackworm For Attacks,FireEye,https://app.box.com/s/5sir2hjd6rhi9a03nb5e4ykkx3s4l7d6,543e0df8b308a9383f86d4314d93b5a2e718bd42,8/29/14,2014
Darwin_fav_APT_Group,Darwin's Favorite Apt Group,FireEye,https://app.box.com/s/aj0b81yqt1fe6ufuklxuirvh8hawnnjb,c24ba893644a149a1f05432c392a716251dca72f,9/3/14,2014
XSLCmd_OSX,Forced To Adapt: Xslcmd Backdoor Now On Os X,FireEye,https://app.box.com/s/fc2gc8m4ospivuhzjmj2vfc1l3sxc17j,b4c64e64f6309c0f424cdf0cdf449576f36cee16,9/4/14,2014
Chinese_MITM_Google,Analysis Of Chinese Mitm On Google,Netresec,https://app.box.com/s/rpig9c10mj8wdri1ulftjxbabm543mxa,850ce69b276f4726de382eabcffa8cb8d68cecfc,9/4/14,2014
sec14-paper-marczak,When Governments Hack Opponents: A Look At Actors And Technology,Usenix Conference,https://app.box.com/s/idaqxp9usqbtbo80vhemh66shyvavagu,2cfbb7b89a5e220b21bbf64161dc880c1b644017,9/8/14,2014
sec14-paper-hardy,Targeted Threat Index: Characterizing And Quantifying Politically-Motivated Targeted Malware,Usenix Conference,https://app.box.com/s/flstb1aalkoeq5f0g4baemo9g1bclrd2,7aa450d7e2b43175590a1ee2c94f5342152cfc56,9/8/14,2014
fireeye-operation-quantum-entanglement,Operation Quantum Entanglement,FireEye,https://app.box.com/s/qvuhc7j8tle0a83z3iivsz3yz6aok3tv,bf937bb2315901541521f00abce8d441d272da16,9/10/14,2014
NYTimes_Attackers_Evolve_Quickly,Survival Of The Fittest: New York Times Attackers Evolve Quickly,FireEye,https://app.box.com/s/fkg2mxeqpb2ivx9neyz6bseopy1dfg5p,5f17e7b886d2388ffc134157dd1b66aa65372b59,8/12/14,2014
cosmicduke_whitepaper,Cosmicduke Cosmu With A Twist Of Miniduke,F-Secure,https://app.box.com/s/b0mc62by5j96jg9l91t68mlq6roksbg2,f726486a5cc1e42d2030b07d56f87983814226c7,9/18/14,2014
th3bug_Watering_Hole_PoisonIvy,Recent Watering Hole Attacks Attributed To Apt Group Th3Bug Using Poison Ivy,Palo Alto,https://app.box.com/s/4j0ajrkivoyxw0licxinxpkgrk1ep7b8,7fc85f6c70527da8b2c4e6a32e1d4e18c007fcb6,9/19/14,2014
blackenergy_whitepaper,Blackenergy & Quedagh: The Convergence Of Crimeware  And Apt Attacks,F-Secure,https://app.box.com/s/ccj81xcg1xunuyjmnb3kt3ug77r16z7q,efd7b3a3a2bf6e3976411347dc9101fea70c9405,9/26/14,2014
Aided_Frame_Aided_Direction,"Aided Frame, Aided Direction (Because It's A Redirect)",FireEye,https://app.box.com/s/c0vmfv396d3lej8g37mxbhjgbjen1m21,83adcb352168b2d345155cf4ec7bbc876bb89849,9/26/14,2014
PAN_Nitro,New Indicators Of Compromise For Apt Group Nitro Uncovered,Palo Alto,https://app.box.com/s/drb0p2idherjlxlwdqh0nharpt310s8u,bc4cef4cabbcf83dbc1c72f736acb6207b260216,10/3/14,2014
Democracy_HongKong_Under_Attack,Democracy In Hong Kong Under Attack,Volexity,https://app.box.com/s/dvtxta3jtratjxlpr5rzwsqvqfetsn6z,9439561abc998b7f0f733142bc44f717b2615374,10/9/14,2014
ZoxPNG_Full_Analysis-Final,Zoxpng Analysis,Novetta,https://app.box.com/s/8wxap100crzcd96a05ajsj9vodpjauau,d24ff42b2d02ba406d46f3912f1f7bd2d38b6113,10/14/14,2014
Sandworm_briefing2,Russian Cyber Espionage Campaign - Sandworm Team,iSight Partners,https://app.box.com/s/k0vbq8vx0z8qg3s4ycit1kc99cg5ay27,cccc6053fa78cef9f8a28efdaa07c8cfa6a73cc2,10/14/14,2014
Hikit_Analysis-Final,Hikit Analysis,Novetta,https://app.box.com/s/k1zaybbj4ickaq5u0flu9bpmtp8a1e5k,5c4415913a16a0331600816bb4cf8a1954e743dd,10/14/14,2014
Group_72,Threat Spotlight: Group 72,Cisco,https://app.box.com/s/mtk3zeae1823kz2hv3f7z6pgjgwxlkyl,20dd2aaae24812d78cd1c5e32c68b7998e00e0ca,10/14/14,2014
OrcaRAT,Orcarat - A Whale Of A Tale,PWC,https://app.box.com/s/r3qo159trv793oeqdgsv99swjsxzq8pw,13a055fe7be7e55dcce0035eaf1990fbe8406c98,10/20/14,2014
tactical-intelligence-bulletin---sofacy-phishing-,Tactical Intelligence Bulletin Sofacy Phishing,PWC,https://app.box.com/s/th78b3w9bhr1cpdtn9gmmm9v7j2vuq47,643c7e975121b4614156fc4f29de09b4fd1f0026,10/22/14,2014
wp-operation-pawn-storm,Operation Pawn Storm Using Decoys To Evade Detection,Trend Micro,https://app.box.com/s/t2flymgu0ct5s3z487oedaq8dycsge77,4ff4b93665664603623bc7001e3ca961b8b78b9f,10/23/14,2014
Modified_Binaries_Tor,Modified Binaries Tor,Joshua Pitts,https://app.box.com/s/nj7stspq3veln8iebra2f5u1203i86eg,c0708a3efcf32d02cfb5348f87fe140ae6f470e8,10/23/14,2014
LeoUncia_OrcaRat,Leouncia And Orcarat,Airbus,https://app.box.com/s/737gsokqbgsi9d6yenyob3kgafl8mrc4,4bd6fa0c0a85f9041cecd54d722decdb4e817fe0,10/24/14,2014
pwc_ScanBox_framework,"Scanbox Framework: Who's Affected, And Who's Using It?",PWC,https://app.box.com/s/u273q9utje6wds8mtv17efskdu5oj8la,c264d97adeb81f59b0642de9a782f6fe545ed062,10/27/14,2014
Micro-Targeted-Malvertising-WP-10-27-14-1,Micro-Targeted Malvertising Via Real-Time Ad Bidding,Invincea,https://app.box.com/s/fy9ss400cv8irbkyrw7i72dc8xaf5xiv,20fa586304cbbfaf23453c1bbe7033de398bd9fb,10/27/14,2014
ICS_Havex_backdoors,Full Disclosure Of Havex Trojans,Netresec,https://app.box.com/s/v76ozenghvxl8cnk7rcdw4dxsnsffz2g,50b165c213697facb2410591c3ddf772b95fc805,10/27/14,2014
Group72_Opening_ZxShell,"Threat Spotlight: Group 72, Opening The Zxshell",Cisco,https://app.box.com/s/89uahki8m2ksfgc8pysjw6utcqjp4q9u,116309e7121bc8b0e66e4166c06f7b818e1d3629,10/28/14,2014
apt28,Apt28: A Window Into Russia's Cyber Espionage Operations,FireEye,https://app.box.com/s/2e7s0j3cuuswoplyvaqdz4kdudvvr7x7,1d9b39654f8c7678b3e2c30e378b2e14021b5d44,10/28/14,2014
sophos-rotten-tomato-campaign,The Rotten Tomato Campaign,Sophos,https://app.box.com/s/ngqr8jevmhlypff49eju70nhxzfy26bh,23f0de5e628eccdfc670412485653f3662ab5594,10/30/14,2014
GDATA_TooHash_CaseStudy_102014_EN_v1,Operation Toohash How Targeted Attacks Work ,Gdata,https://app.box.com/s/11ozmt3fr8pucuo08gnotg6ab22ka7pp,85fcdce7427c13906658f1835acaef7103c22ad3,10/31/14,2014
Operation_Poisoned_Handover,Operation Poisoned Handover: Unveiling Ties Between Apt Activity In Hong Kong's Pro-Democracy Movement,FireEye,https://app.box.com/s/4ld2qhui8rs1slmh76mzj9vaum353mk8,40674e70c595d30f19b2c2636ed7d9dc6b146e8e,11/3/14,2014
BlackEnergy2_Plugins_Router,"Be2 Custom Plugins, Router Abuse, And Target Profiles",Kaspersky,https://app.box.com/s/0aem5xn8owa5hpsjxuqbyloielln6oyh,15daf73d022246964c2938a889361aba40e7d08b,11/3/14,2014
darkhotelappendixindicators_kl,Darkhotel Indicators Of Compromise,Kaspersky,https://app.box.com/s/r97cjt70ywsd7pnrstr7buqzxn5svfw1,abddcfeac71a991c480810c82d7e972c74251329,11/10/14,2014
darkhotel_kl_07.11,The Darkhotel Apt A Story Of Unusual Hospitality,Kaspersky,https://app.box.com/s/rqk4up23y49pe1zalfmstkj4zb1dxbja,dfd64e9a601283c76ae3f28875166695dc354a21,11/10/14,2014
The_Uroburos_case,The Uroburos Case: New Sophisticated Rat Identified,Gdata,https://app.box.com/s/sg4cyodukt7edmmba6bfikuiu1jgzv59,96173322b936132aa4cdc0328e4a247d40ae5152,11/11/14,2014
Korplug_Afghanistan_Tajikistan,Korplug Military Targeted Attacks: Afghanistan & Tajikistan,ESET,https://app.box.com/s/jih94kv82ucn12fdne8tsijvwn06cf4p,b336dd349c5b4620f04d98b90282c7ae900a3a42,11/12/14,2014
Operation_CloudyOmega_Ichitaro,Operation Cloudyomega: Ichitaro Zero-Day And Ongoing Cyberespionage Campaign Targeting Japan,Symantec,https://app.box.com/s/61pv7a2qufqbm3dhargkrsqjjzgswxba,a4520f8f85d13aa469ff3e1b6d333e4c9a290e7a,11/13/14,2014
roaming_tiger_zeronights_2014,Roaming Tiger,ESET,https://app.box.com/s/1q4787ruef22tvkgc7h82j6ib6qpc8v0,9d116269da44e22cc6f1496570bb4d56f7cc277b,11/14/14,2014
OnionDuke_Tor,Onionduke: Apt Attacks Via The Tor Network - F-Secure Weblog : News From The Lab,F-Secure,https://app.box.com/s/vpr6m62odv8f7tz59xisqrba9khg4rhi,c50a95070633ecc76898b9f16ded848414747156,11/14/14,2014
Derusbi_Server_Analysis-Final,Derusbi (Server Variant) Analysis,Novetta,https://app.box.com/s/t3h83k7pfdyzoi3hrhfl7k5o33sk1fwk,d246e3075bbd31f04b2a6efb53ad7d9e9faa0e96,11/14/14,2014
EvilBunny_Suspect4_v1.0,Evil Bunny: Suspect #4,Marion Marschalek,https://app.box.com/s/xvilsesi5qd2gh6so2g3tnric51ndv57,814556f1a03e93364f4dc54555cb27549288e061,11/20/14,2014
OperationDoubleTap,Operation Double Tap,FireEye,https://app.box.com/s/30f8215m5iow438k6gpjuxyvlsid7oom,e8fcb14805853185b36093119094085f0f7f86a2,11/21/14,2014
regin-analysis,Regin: Top-Tier Espionage Tool Enables Stealthy Surveillance,Symantec,https://app.box.com/s/at56dm7anwlk35y4cp4ung9qwgiz6bn1,40f76477ba1f453b341743b53113ebd705c1bb75,11/23/14,2014
Regis_The_Intercept,Secret Malware In European Union Attack Linked To U.S. And British Intelligence,The Intercept,https://app.box.com/s/qpegircfwykf835shpflarf87ah2438x,50be553c398b512ddd9741a0ab0350dccd600a3b,11/24/14,2014
Kaspersky_Lab_whitepaper_Regin_platform_eng,The Regin Platform Nation-State Ownership Of Gsm Networks,Kaspersky,https://app.box.com/s/q23ruuvmn5mgq1dc0w3kggl6ek1pn4nz,5bbf6a633076473dc4b2afb6d166c8caa84463e4,11/24/14,2014
DEEP_PANDA_Sakula,I Am Ironman: Deep Panda Uses Sakula Malware To Target Organizations In Multiple Sectors,Crowdstrike,https://app.box.com/s/4dfaheem1io3i71o51rf4lfo2ivotuol,02be2ef6587e940656cde835354d0073c4dce232,11/24/14,2014
rpt-fin4,Hacking The Street?  Fin4 Likely Playing The Market,FireEye,https://app.box.com/s/56mtum85h5pznvw9r4x6yh5qivb7vgql,e5e09d247f5d25d7c960a3ef3231cef9d59a2b61,12/1/14,2014
OperationCleaver_The_Notepad_Files,Operation Cleaver: The Notepad Files,Cylance,https://app.box.com/s/vsret8sjx5qd6xaxzv0rxdw4pocdmjll,114d677bac083a956038f44abec2bf2a59e1e080,12/3/14,2014
Turla_2_Penquin,The 'Penquin' Turla,Kaspersky,https://app.box.com/s/5gfajyyz8firhnttdo72j0iz6uo4eo6q,dc20be49cbcecaf38bde2105a54580eb96605c25,12/8/14,2014
bcs_wp_InceptionReport_EN_v12914,The Inception Framework: Cloud-Hosted Apt,Bluecoat,https://app.box.com/s/vny8b4ubmxo421amxtk8tvk4b9x1vz52,975c44773b456562f9ab5f9986c2102a21b618bd,12/9/14,2014
w64_regin_stage_1,"W64/Regin, Stage #1",F-Secure,https://app.box.com/s/2ifpyh8kjoxsvrj9dnqfxfrb2go1pu3a,c5355707644b6948069345e2e8bac429e39f882d,12/10/14,2014
w32_regin_stage_1,"W32/Regin, Stage #1",F-Secure,https://app.box.com/s/358saagkwt3gqy6w62ed6xo33w175r0y,62d5fdb316ad5b0c5e3afb5919785df4c557f25b,12/10/14,2014
korea_power_plant_wiper,"Vulnerability, Malicious Code Appeared In The Mbr Destruction Function Using Hangul File",AhnLab,https://app.box.com/s/q8gx5wedudaui491qn6i4d7dxsnmuyla,fefd7ff6b2b254bd2e05784b51758c5d90acc06f,12/10/14,2014
CloudAtlas_RedOctober_APT,Cloud Atlas: Redoctober Apt Is Back In Style,Kaspersky,https://app.box.com/s/pyjpzua55mu6j1my5jegdiiovmpx35yi,a9970d82d1b539ee63838619fcb9aaaae5f0c51d,12/10/14,2014
Vinself_steganography,Vinself Now With Steganography,Airbus,https://app.box.com/s/uy1tzn58yjoarnrftgs9d8ieucwf4029,ae90917c7abe0c38ae289be9589f04c6fa7184c0,12/12/14,2014
FTA_1014_Bots_Machines_and_the_Matrix,"Bots, Machines, And The Matrix",Fidelis,https://app.box.com/s/91ckw3z2lh26ylhxbjbjirjuyv5oslul,92f526d9a5e14080fdbec90ba2385617bbf19a10,12/12/14,2014
Wiper_Malware,Wiper Malware _ A Detection Deep Dive,Cisco,https://app.box.com/s/efz1qmraxgqzenl5mzyeqtrh8kg1nktb,f7db20ae4b3f4784a3b4ac346424872858370a18,12/17/14,2014
Targeting_Syrian_ISIS_Critics,Malware Attack Targeting Syrian Isis Critics,"Citizen Lab, Cyber Arabs",https://app.box.com/s/bnq1jfzfmvflkui8zw06fkp9c0x5dgxq,d0f24df94063d28e13c08fd2aeb9522034da3dea,12/18/14,2014
TA14-353A_wiper,Alert (Ta14-353A) Targeted Destructive Malware,US-CERT,https://app.box.com/s/lldbbamo2r9d59jf9ztlif93d6o2p2uw,0e575c64a7603a1709b1ae37e286f420128d2096,12/19/14,2014
operation-poisoned-helmand,Operation Poisoned Helmand,ThreatConnect,https://app.box.com/s/emf5ke7j5q12sku7vvvb0c1hbk70fygb,1a4508469960b248ba713cecf34653c59fd460f1,12/21/14,2014
Anunak_APT_against_financial_institutions,Anunak: Apt Against Financial Institutions,"Group-IB, FOX-IT",https://app.box.com/s/exmsfcvad1sjqtmvtzbiil9k52js62ir,c1b7c2bec86e8edf8bba650c6fa506319198e3c3,12/22/14,2014
AdversaryIntelligenceReport_DeepPanda_0 (1),Deep Panda,Crowdstrike,https://app.box.com/s/6po2pgedkjf4br5p7tm51go7p5g3z6g3,1d53861aafea11d9a60e798b90d623c8e7c7b9e7,X,2014
Skeleton_Key_Analysis,Skeleton Key Malware Analysis,Dell Secureworks,https://app.box.com/s/elb9hgj4rvcajilnlh67kpgoskjqjra0,28f35f4b95e66030cf2a330bae394bbf8805b34f,1/12/15,2015
DTL-12012015-01,Insight In To A Strategic Web Compromise And Attack Campaign Against Hong Kong Infrastructure,Dragon Threat Labs,https://app.box.com/s/9bt05cgrk8vbmylm5odno0k85s39kny0,2aa6e47d8b9549b8ca2ea62db6384bb4db682bcf,1/12/15,2015
Agent.BTZ_to_ComRAT,Evolution Of Sophisticated Spyware: From Agent.Btz To Comrat,Gdata,https://app.box.com/s/gqksdtk0gogqzzzbg2w6b4y7fej6f26t,cde02057689886c29438815cbeed8ebe860a0ab2,1/15/15,2015
Project_Cobra_Analysis,Analysis Of Project Cobra,Gdata,https://app.box.com/s/vuxbnmnptzygbuxkqbaq90vgm35hpcdv,6df16b7ff93a44fcbec3b656645631b864175bcf,1/20/15,2015
Inception_APT_Analysis_Bluecoat,Reversing The Inception APT Malware,Bluecoat,https://app.box.com/s/sctzfr6aoagpzb9aoajcodvn6we7e055,486a65ba17141147d3d9fff2a0c26109edf78fab,1/20/15,2015
waterbug-attack-group,The Waterbug Attack Group,Symantec,https://app.box.com/s/nrf432kfdk6kadkvbclgykekocn4pzzu,d6b2e4dba3b801252a62e0dade5c8ab71d2eefb1,1/22/15,2015
Scarab_Russian,Scarab Attackers Took Aim At Select Russian Targets Since 2012,Symantec,https://app.box.com/s/pkoancu0b09aifvm2qfu6tdl8w0l5dqz,247676579b83264faf32e171f9187bbdbb057c7f,1/22/15,2015
Regin_Hopscotch_Legspin,An Analysis Of Regin's Hopscotch And Legspin,Kaspersky,https://app.box.com/s/yezsypczjmt973gpcqfqh5yf9po4zr3c,630eea3f1bc9158570c53d70fc70b31003305f5c,1/22/15,2015
P2P_PlugX_Analysis,Analysis Of A Recent Plugx Variant - P2P Plugx,JPCERT,https://app.box.com/s/outg1oalwwfvd86eopmgv2pskekzmr4t,d2e17e228e02df878f807b112f78afdc13cc6bca,1/29/15,2015
Backdoor.Winnti_Trojan.Skelky,Backdoor.Winnti Attackers Have A Skeleton In Their Closet?,Symantec,https://app.box.com/s/89pqnoimwdkrmyhxwqj5pp17jtjm4lmc,c9a33400ab60741ff0c77a9829f3e04cfe39f2d2,1/29/15,2015
rpt-behind-the-syria-conflict,Behind The Syrian Conflict's Digital Front Lines,FireEye,https://app.box.com/s/qriikjn5436zpiyazh8ta7gbzbd04onf,4751fe686fb4e305ef49296f46ac33139114232b,2/2/15,2015
PawnStorm_iOS,Pawn Storm Update: Ios Espionage App Found,Trend Micro,https://app.box.com/s/9b7dfetwel6ywbcfai2wa0ja20cym721,4e645016b3627272cceb28a3b8bbba536eb9a6b4,2/4/15,2015
GlobalThreatIntelReport,Global Threat Intel Report,Crowdstrike,https://app.box.com/s/xbbiyzpb3614bdaxuu3rs96n7f4ysppa,86f4a308b99a2a9cb335dc06457dd09399c05a29,2/10/15,2015
operation-arid-viper-whitepaper-en,Operation Arid Viper: Bypassing The Iron Dome,Trend Micro,https://app.box.com/s/uqh30535vxopnp0achnlcemu2034aa26,9134d57a818f98608a53b53dcfb520716d9eb1c3,2/16/15,2015
Equation_group_questions_and_answers,Equation Group: Questions And Answers,Kaspersky,https://app.box.com/s/reidof9i3qnjdq4t0k49o392g8r98tbt,41aa5bd1ed03d80650a89de3649d051f900b958b,2/16/15,2015
Carbanak_APT_eng,Carbanak APT The Great Bank Robbery,Kaspersky,https://app.box.com/s/p7qzcury97tuwk26694uutujwqmwqyhe,99af231600ee8fd83b4b4fb057429e60cd9d21c4,2/16/15,2015
The-Desert-Falcons-targeted-attacks,The Desert Falcons Targeted Attacks,Kaspersky,https://app.box.com/s/y45wyjrr4tnz2jlt93pk6giurxpg7ue7,0f4d8ba248dde47b514161014a57885aed084ce2,2/17/15,2015
Elephantosis,Shooting Elephants,Netzpolitik,https://app.box.com/s/qog0dtpldhebhlasl12z3j82e0uv8t26,c8f384ae75119626032d4b42f34e883269dbf2a4,2/18/15,2015
cto-tib-20150223-01a,Scanbox Ii,PWC,https://app.box.com/s/o83u5pekus9251w0cl5lo2m1k5u0u2vn,c73cbb8fa22e16920e3cbf51226f3fd8010d38bb,2/24/15,2015
rpt-southeast-asia-threat-landscape,Southeast Asia: An Evolving Cyber Threat Landscape ,"FireEye, Singtel",https://app.box.com/s/h8kx7u7euolv1d6kjup0bxoujjikcbil,7c69db91f21ee20f7abcb4d95f21c4a17bfa6d17,2/25/15,2015
plugx-goes-to-the-registry-and-india,Plugx Goes To The Registry (And India),Sophos,https://app.box.com/s/jfuf6eo3az72qrvh6ueke42ft9f23ztz,fc1d350810c19c94b1f3642fa08f50bf914ab821,2/25/15,2015
